sentences|sentiments
phòng học cần lắp thêm quạt và ổ_cắm vì sinh_viên phải sử_dụng laptop để làm bài tập cần có thêm màn che cửa_sổ để có_thể theo_dõi bài_giảng trên slide tốt hơn|0
bài tập không cho ví_dụ về nhà để xem lại|0
giảng_viên thiếu rất nhiều hoạt_động để việc học bớt nhàm_chán khi quá bám sát bài_học|0
thầy dạy dễ hiểu rất hài_lòng|2
micro và các thiết_bị âm_thanh máy chiếu cần nâng_cấp|0
cách giảng bài dễ hiểu hay|2
đầy_đủ kiến_thức|2
chất_lượng phòng máy rất tệ|0
thầy giảng ngắn_gọn đầy_đủ|2
tốt giỏi chu_đáo|2
tuy có phần chém gió kinh_điển nhưng kiến_thức hiểu_biết rộng đặc_biệt về công_nghệ|2
chờ học_sinh gửi email mới show được slide to lên giảng cho qua loa không hỏi học_sinh có hiểu gì hay không|0
tạo niềm vui cho bọn em tuy lý_thuyết bọn em rất đuối sức|2
nhiệt_tình truyền_cảm_hứng|2
thầy hài_hước giọng truyền_cảm|2
thầy dạy rất nhiệt_tình tâm_huyết dễ hiểu|2
không hiểu cách chấm bài thi của thầy|0
tiết học chưa được thu_hút|0
giảng_viên nên thay_đổi phương_pháp giảng_dạy để tương_tác nhiều hơn với sinh_viên|0
cần vào thẳng nội_dung|0
thầy đẹp_trai dạy dễ hiểu hay trò_chuyện thực_tiễn với học_sinh|2
cô dạy trên lớp và thực_hành tận_tâm|2
em rất hài_lòng về thầy|2
thầy quá bảo_thủ thầy luôn cho rằng ý_kiến của thầy là đúng nhất ngoài_ra mọi ý_kiến khác đều sai|0
thầy <name> giảng bài rất thu_hút kiến_thức thầy rất rộng luôn giải_đáp thắc_mắc cho sinh_viên|2
giảng_viên rất hòa_đồng vui_vẻ nhiệt_tình trong giảng_dạy|2
giảng_viên tận_tâm tạo điều_kiện cho học_sinh làm bài tập|2
cần giải bài_tập nhiều hơn|0
kiến_thức thực_tiễn của thầy rộng giảng_dạy vui_vẻ|2
cô cũng không cung_cấp hay giải_thích gì đáp_án của bài thi|0
thầy rất nhiệt_tình nói rất nhiều đến khản giọng mà sức truyền_tải không bằng thầy <name>|2
kiến_thức giảng_dạy môn tiếng anh hầu_như không giúp_ích nhiều cho sinh_viên trong việc tìm_hiểu các tài_liệu chuyên_ngành|0
thấy rất hiền rất chi là_hơi trẻ_con|2
giảng_dạy hay dễ hiểu cuốn_hút sinh_viên|2
cách tìm_kiếm chúng ở đâu khai_thác chúng ở đâu chứ không phải là phải nhớ mấy cái phương_thức hay các hàm rồi viết lên giấy vào đề thi cuối kỳ|0
giảng hơi nhanh chưa kỹ lắm|0
những phần trọng_tâm bài_tập thì cũng không nói được đây là phần quan_trọng có trong đề thi các em cần chú_ý|0
nghe nói luyện_tập cao|2
giáo_viên giảng hay dễ hiểu|2
sử_dụng phần_mềm crack|0
nhiều khi dạy quá thời_gian|0
tuy dạy chậm giúp học_sinh dễ hiêu tuy_nhiên nhiều bài khó thì sẽ khiến sinh_viên dễ chán|0
thầy vui_tính thương_sinh_viên dạy dễ hiểu|2
thầy bằng nhiệt_tình tận_tụy với sinh_viên trong việc hướng_dẫn đồ_án|2
dạy dễ hiểu thân_thiện|2
có các phần ôn_tập không liên tới bài kiểm_tra|0
không nên tổ_chức thực_hành hình_thức 2|0
sự thân_thiện và tận_tình đối_với học_viên|2
thầy giảng bài nhiệt_tình gần_gũi với sinh_viên nội_dung không hiểu có_thể hỏi ngay thầy tại lớp|2
giảng_viên cần nắm vững xem sinh_viên có hiểu được bài hay không và đưa ra phương_án để sinh_viên nắm vững kiến_thức|0
thầy thiện nhiệt_tình|2
truyền_đạt thực_tiễn vấn_đề|2
giáo_viên rất nhiệt_tình và tâm_huyết đối_với sinh_viên|2
âm_thanh thầy giảng hơi nhỏ khó_khăn trong việc nghe giảng|0
nên thay_đổi hình_thức khảo_sát với môn_học này thì môn_học này không có lên_lớp và chỉ có đến hạn thì báo_cáo với giảng_viên|0
sinh_viên hỏi nhận câu trả_lời cũng như không hỏi|0
thầy dạy khá nhiệt_tình vui_tính|2
em nghĩ chỉ nên bắt_buộc các bài_tập có dạng căn_bản còn bài_tập tương_tự thì chỉ khuyến_khích sinh_viên làm thêm|0
thầy dạy rất hay ạ|2
không thống_nhất trước về hình_thức thi và làm bài tập đến những tuần cuối_cùng mới công_bố|0
nhằm giảm thời_lượng giảng_dạy cũng như sự thú_vị khi học môn toán|0
giảng_viên dạy nhiệt_tình dễ hiểu|2
em mong cô cũng như toàn_thể các giảng_viên hãy xem_xét lại việc điểm_danh vì đại_học dù_sao cũng là tự học chứ không phải như là phổ_thông nữa|0
cô cực_kỳ nhiệt_huyết cô rất dễ_thương colonlove cô yêu học_trò của mình cô cực_kỳ khách_quan phong_cách làm_việc của cô rất giống người nước_ngoài em thích cô|2
giảng_viên nhiệt_tình tận_tâm với công_việc slide dễ hiểu hoạt_động học_tập sôi_nổi|2
chú_ý giữ sức_khỏe nhất là cổ_họng colonsmile|0
thầy tận_tâm nhiệt_tình|2
máy ở phòng thực_hành quá tệ|0
thầy rất dễ_thương|2
giảng_viên nhiệt_tình thân_thiện|2
thầy truyền_đạt rất tận_tình dễ hiểu lượng bài_tập nội_dung thi hợp_lý vừa_sức với sinh_viên|2
giảng_viên nên đến đúng giờ hơn và cho nhiều bài_tập hơn|0
em thấy những nội_dung như_vậy rất mơ_hồ có tính áp_đặt suy_nghĩ cho người học|0
cần nâng_cấp máy_tính trong phòng thực_hành nhiều kit de2 bị lỗi cần sửa_chữa hoặc thay mới|0
em thấy môn này nhiều lý_thuyết không đáp_ứng đủ trong việc_làm đồ_án|0
tạo điều_kiện cho sinh_viên làm_việc nhóm|2
phương_pháp dạy chưa hay|0
hay bị về trễ colonsad|0
cần dạy chi_tiết hơn|0
cô giảng rất nhiệt_tình|2
dạy rất chi_tiết và đầy_đủ những kiến_thức quan_trọng|2
đề thi thực_hành cần nêu yêu_cầu cụ_thể rõ_ràng hơn|0
giọng của giảng_viên rất khó nghe nên không_thể nghe giảng hết những điều thầy nói|0
giảng_dạy hay nhiệt_tình|2
giảng_viên biết cách truyền_đạt giảng rất hay và dễ hiểu|2
dạy hơi nhiều và hơi nhanh|0
nên tạo không_khí thoải_mái cho tiết học để sinh_viên dễ hiểu bài và thêm yêu_thích môn_học của giảng_viên|0
giảng_dạy tận_tâm|2
cả năm toàn học vòng lặp if for while đến bữa cuối mới lơ_mơ học được struct với tạo file header mà ra đề 5 điểm trong phần đó|0
gần_gũi thân_thiện với sinh_viên khả_năng truyền_đạt kiến_thức tốt|2
quá dễ dẫn đến buồn_ngủ|0
giảng_viên không có tính hài_hước|1
vui_tính nhiệt_tình|2
thầy vui_tính giảng bài hay đưa nhiều thông_tin thực_tế vào bài giảng|2
thẩy <name> rất vui và nhiệt_tình|2
giáo_viên giảng_dạy lôi_cuốn|2
nhiệt_tình dễ gần truyền_đạt tận_tâm|2
phương_pháp truyền_đạt của giảng_viên chưa hiệu_quả lắm|0
giáo_viên chưa tạo được không_khí vui_vẻ trong lớp_học|0
thầy giúp em biết mạch số là gì|2
có lúc thầy lạc_đề|0
thầy dạy hơi chậm|0
lần được học thầy thấm nhiều thứ quá|2
nhiều phần trong slide bài_giảng của giảng_viên không chính_xác|0
môn_học cần phân_chia hợp_lý giữa các phần phần_nào khó cần nhiều thời_gian để học nó phần_nào đã học thì chỉ ra những điểm đặc_biệt cũng như thời_gian học_phần đó rút ngắn lại để các phần chưa học khác sẽ có thời_gian nhiều hơn|0
thực_hành đúng tiêu_chí môn_học đi từ dễ đến khó cho sinh_viên học_tập từng bước dễ hiểu giảng_viên tích_cực giải_đáp thắc_mắc và hỗ_trợ sinh_viên trong giờ thực_hành|0
dạy dễ hiểu sâu_rộng|2
thầy dạy nhiệt_tình vui_vẻ|2
thầy cực_kỳ tâm_lý vui_tính dạy nhiệt_tình và tận_tụy với học_trò|2
thầy luôn chủ_động tạo tranh_luận và kiểm_tra bài_tập đầu giờ để sinh_viên dễ_dàng nắm_bắt kiến_thức|2
nội_dung tiết học còn lan_man cảm_tưởng như thầy đang dạy về tiếng anh chuyên_ngành chứ không đào_sâu về kỹ_thuật|0
nên tự_tin hơn trong việc giảng_dạy|0
giảng_viên có cập_nhật thông_tin mới nhất về tình_hình thực_tế|2
giáo_viên rất nhiệt_tình đối_với sinh_viên|2
cảm_thấy hứng_thú khi lên lớp|2
cùng một kiến_thức nhưng cách truyền_đạt của thầy dễ hiểu hơn phù_hợp với đại_đa_số sinh_viên và tất_nhiên là hữu_dụng cho các môn khác chứ không hề lan_man thiếu trọng_tâm như các giảng_viên toán khác|2
giảng_viên chưa bám sát được sinh_viên|0
nhiều lúc thầy vẫn nói lý_thuyết nhiều gây nhàm_chán|0
phần kiểm_tra thi_cử đối_với môn này nên đề_cao tính tư_duy logic của người học cũng như khả_năng áp_dụng kiến_thức đã học vào thực_tế thực_nghiệm bằng cách chủ_yếu đánh_giá cao phần thực_hành viết code làm project|2
do môn còn mới nên nhiều vấn_đề trục_trặc trong quá_trình thực_hành thầy vẫn chưa giải_quyết được nhưng vẫn rất ủng_hộ thầy|2
luôn đảm_bảo giờ_giấc trong tiết học|2
phòng lab chán lắm hư_hỏng hết cả|0
nội_dung môn_học còn khô_cứng|0
cô nói hơi nhỏ nên hơi buồn_ngủ|0
có lúc dạy khó hiểu|0
thầy cho bài_tập lạ đa_dạng|2
sau khi đã học xong môn nhập_môn điện_tử em thiết_nghĩ môn_học này cần có thêm những phần học về thực_tế để sinh_viên chúng_em có thêm động_lực khi học những phần lý_thuyết đôi_khi khô_khan và xa_lạ đồng_thời sẽ tạo được sự đam_mê với bộ_môn điện_tử nói_chung ngay từ những ngày đầu học nhập_môn|0
giáo_viên vui_tính tích_cực|2
thầy dạy nghiêm_túc|2
cơ_sở dữ_liệu năm nay đã kết_hợp với thiết_kế cơ_sở dữ_liệu rồi kiến_thức nhiều mà thi có phần trắc_nghiệm nữa thì đánh_giá kiến_thức học được chưa đảm_bảo cho lắm ạ|0
nội_dung có liên_hệ nhiều với thực_tế|2
nhiệt_tình luôn_luôn giúp học_sinh hiểu vấn_đề cặn_kẽ|2
ra đề thì phải có đáp_án để sinh_viên tập dần thói_quen đọc code|0
em nghĩ là cần thêm bài_tập trên lớp và giải ngay trên lớp|0
môn_học chỉ nên thuyết_trình tìm_hiểu về egov không làm đồ_án|0
giảng_viên có nhiều phương_pháp giảng hay|2
thực_hành hình_thức 2 khó có_thể tham_gia học thường_xuyên lắm ạ|0
cô giảng rất hay rất nhiệt_tình khi giảng_dạy rất vui_tính|2
giáo_viên luôn chia_sẻ những ứng_dụng của kiến_thức đã học với thực_tiễn chia_sẻ khá nhiều kinh_nghiệm thực_tế vô_cùng bổ_ích với sinh_viên|2
thầy dạy nhiệt_tình rất chu_đáo|2
thầy dạy rất nhiệt_tình với sinh_viên|2
em thấy rất hài_lòng về môn_học này nên em không có ý_kiến gì khác cả|2
bàn_ghế còn bụi|0
cô vui_tính dạy tốt|2
nhiệt_tình giỏi hay giúp_đỡ sinh_viên và cho nhiều bài tập|2
kể chuyện hay|2
tôi đã thấy giảng_viên chỉ nhìn qua chưa đầy 30 giây và cho điểm 9 ngay_lập_tức|0
phòng thực_hành nên nâng_cấp máy_tính|0
thầy ít khi nhắc lại về_phần đã dạy hôm trước|0
thầy nên tham_gia thực_hành cùng sinh_viên không phải là chỉ ngồi một chỗ tụi em tự mày_mò làm xong rồi thầy mới xuống chấm điểm|0
mong_muốn giảng_viên nào cũng áp_dụng như vậy thì quá tốt|0
giảng_viên cần chuẩn_bị giáo_án trước khi đến lớp giảng_viên diễn_đạt không tốt cần phải học cách_diễn_đạt cho sinh_viên dễ hiểu|0
cần học môn lập_trình trực_quan trước|0
cách truyền_đạt kiến_thức kém hiệu_quả cô dạy giống như là không dạy chỉ đọc chữ trong slide rồi cho sinh_viên làm bài tập|0
làm tốn thời_gian truyền_đạt dẫn đến hứng_thú lên_lớp nghe giảng bị hạn_chế|0
thầy luôn tạo cơ_hội để sinh_viên có_thể được thực_hành|2
thêm phần anh văn chuyên_ngành vào nội_dung học|0
cảm_ơn cô và chúc cô nghỉ_đẻ vui_vẻ mẹ tròn con vuông|2
thầy dạy tốt giảng dễ hiểu|2
mở_rộng kiến_thức nâng cao cho sinh_viên|1
chưa có thời_gian cho sinh_viên ngẫm_nghĩ điều mình mới học mà đã qua nội_dung khác để theo kịp chương_trình|0
dạy dễ hiểu|2
thầy vui_vẻ thoải_mái|2
thầy tận_tâm dạy dễ hiểu vui_tính lớp_học thoải_mái dễ tiếp_thu|2
em thích học môn này với cô <name>|2
cô tận_tình hướng_dẫn chỉ bảo|2
cập_nhật điểm thi giữa kỳ chậm nên sinh_viên không biết mức_độ phấn_đấu như thế_nào|0
giảng_dạy tận_tâm nhiệt_tình dễ hiểu|2
đôi khi trong giờ học kể vài chuyện về đời để đỡ chán|1
thầy không vui_tính|0
giảng nhiều phần nâng cao làm sinh_viên bối_rối|0
thầy dạy vui_vẻ|2
cô dạy dễ hiểu hỗ_trợ tốt cho các bạn|2
thời_gian nộp bài tại lớp hơi ngắn|0
cần có sách học hay chi_tiết hiệu_quả colonsmilesmile|0
phương_pháp giảng_dạy còn khó hiểu|0
tận_tình chu_đáo|2
nội_dung lý_thuyết và thực_hành của môn_học không có bất_kỳ liên_hệ gì với nhau nội_dung lý_thuyết không phù_hợp với môn_học và không tạo được sự quan_tâm và mong_muốn của sinh_viên về kiến_thức quản_trị mạng như mong_đợi|0
cần có khả_năng truyền_đạt tốt hơn|0
giảng_viên dạy có hiệu_quả cao mang tính thực_tiễn|2
giáo_viên truyền_đạt kiến_thức đầy_đủ dễ hiểu nhiệt_tình giảng_dạy|2
em xin_lỗi nhưng đó là sự_thật|0
cô tận_tâm hỗ_trợ nhiệt_tình|2
không có giáo_trình|0
phương_pháp tư_duy cho sinh_viên để sinh_viên tự giải_quyết các vấn_đề|2
giảng_dạy dễ hiểu linh_động trong nhiều bài tập|2
giảng_viên giảng_dạy tận_tình vui_vẻ giúp học_viên nhận_thức được nhiều kiến_thức|2
cải_thiện chất_lượng phòng máy thực_hành|0
nếu được chọn cô luôn là lựa_chọn hàng_đầu cho các môn kinh_tế|2
cần thêm bài_tập và rèn_luyện kỹ_năng giao_tiếp|0
nhiệt_tình giảng_dạy|2
thoải_mái về thời_gian|2
em còn chưa thấy mặt thầy nữa hoặc có nhưng quên rồi colondoublesurprise|0
các nội_dung môn_học thầy triển_khai không đúng theo khung mới vào mà thầy dạy servlet thì rất khó hiểu sinh_viên có góp_ý qua thầy chủ_nhiệm nhưng vẫn không thay_đổi|0
